Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
hydrochloricacid_gt5u,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@518,氢氯酸胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
hydrofluoricacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@15,工业氢氟酸单元,IC2:itemCellEmpty
hydrofluoricacid_gt5u,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30667,氢氟酸单元,gregtech:gt.metaitem.01
hydrofluoricacid_gt5u,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@503,氢氟酸胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
hydrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30001,氢单元,gregtech:gt.metaitem.01
hydrogenchloride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@18,工业氯化氢单元,IC2:itemCellEmpty
hydrogencyanide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellHydrogenCyanide@0,氢氰酸单元,miscutils:itemCellHydrogenCyanide
hypochlorousacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30684,次氯酸单元,gregtech:gt.metaitem.01
ic2biogas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@7,沼气单元,IC2:itemCellEmpty
ic2biomass,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@6,生物质单元,IC2:itemCellEmpty
ic2constructionfoam,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@4,建筑泡沫单元,IC2:itemCellEmpty
ic2coolant,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@9,冷却液单元,IC2:itemCellEmpty
ic2distilledwater,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@12,蒸馏水单元,IC2:itemCellEmpty
ic2hotcoolant,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@10,热冷却液单元,IC2:itemCellEmpty
ic2pahoehoelava,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@11,熔岩岩浆单元,IC2:itemCellEmpty
ic2steam,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@14,蒸汽单元,IC2:itemCellEmpty
ic2superheatedsteam,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@13,过热蒸汽单元,IC2:itemCellEmpty
ic2uumatter,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@3,UU物质单元,IC2:itemCellEmpty
ic2uumatter,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@258,UU物质胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
ice,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.for.canIce@0,冰罐,Forestry:canIce
ice,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.for.refractoryIce@0,耐火冰胶囊,Forestry:refractoryIce
ice,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.for.bucketIce@0,碎冰桶,Forestry:bucketIce
ice,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30702,冰单元,gregtech:gt.metaitem.01
ice,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@10,冰虚空胶囊,MagicBees:capsule.void
ice,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.for.waxCapsuleIce@0,耐火冰胶囊,Forestry:waxCapsuleIce
ice,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@10,冰魔力胶囊,MagicBees:capsule.magic
impure ferrocene mixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10090,含杂二茂铁混合物单元,bartworks:gt.bwMetaGeneratedcell
impure ferrocene mixture,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10090,含杂二茂铁混合物 Capsule,bartworks:gt.bwMetaGeneratedcapsule
indiumconcentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@25,铟富集溶液单元,gregtech:gt.metaitem.98
invar.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@21,粘土桶(熔融因瓦),IguanaTweaksTConstruct:clayBucketsTinkers
invar.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@21,桶装熔融因瓦合金,TConstruct:buckets
iodine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11012,碘单元,bartworks:gt.bwMetaGeneratedcell
iodine,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11012,碘 Capsule,bartworks:gt.bwMetaGeneratedcapsule
iron ii chloride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10088,氯化亚铁单元,bartworks:gt.bwMetaGeneratedcell
iron ii chloride,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10088,氯化亚铁 Capsule,bartworks:gt.bwMetaGeneratedcapsule
iron.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@0,粘土桶(熔融铁),IguanaTweaksTConstruct:clayBucketsTinkers
iron.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@0,桶装熔融铁,TConstruct:buckets
ironiiichloride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30693,三氯化铁单元,gregtech:gt.metaitem.01
isobutyraldehyde,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30792,异丁醛单元,gregtech:gt.metaitem.01
isoprene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30638,异戊二烯单元,gregtech:gt.metaitem.01
isopropylbenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30688,异丙苯单元,gregtech:gt.metaitem.01
jet fuel a,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10095,航空煤油A单元,bartworks:gt.bwMetaGeneratedcell
jet fuel a,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10095,航空煤油A Capsule,bartworks:gt.bwMetaGeneratedcapsule
jet fuel no.3,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10094,航空煤油#3单元,bartworks:gt.bwMetaGeneratedcell
jet fuel no.3,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10094,航空煤油#3 Capsule,bartworks:gt.bwMetaGeneratedcapsule
juice,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.for.canJuice@0,果汁罐,Forestry:canJuice
juice,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.for.bucketJuice@0,果汁桶,Forestry:bucketJuice
juice,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.for.refractoryJuice@0,耐火果汁胶囊,Forestry:refractoryJuice
juice,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@9,果汁虚空胶囊,MagicBees:capsule.void
juice,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.for.waxCapsuleJuice@0,耐火果汁胶囊,Forestry:waxCapsuleJuice
juice,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@9,果汁魔力胶囊,MagicBees:capsule.magic
krypton,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@42,氪单元,bartworks:gt.bwMetaGeneratedcell
krypton,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@42,氪 Capsule,bartworks:gt.bwMetaGeneratedcapsule
krypton,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellKrypton@0,氪单元,miscutils:itemCellKrypton
lanthanum chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11431,氯化镧浓缩液单元,bartworks:gt.bwMetaGeneratedcell
lanthanum chloride concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11431,氯化镧浓缩液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
lanthanum extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11401,镧萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
lanthanum extracting nano resin,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11401,镧萃取纳米树脂 Capsule,bartworks:gt.bwMetaGeneratedcapsule
lapotronenhancedfluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@23202,兰波顿聚能流体单元,bartworks:gt.bwMetaGeneratedcell
lapotronenhancedfluid,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@23202,兰波顿聚能流体 Capsule,bartworks:gt.bwMetaGeneratedcapsule
latex,1000,1xitem.misc@8,玻璃罐,Genetics:misc,1xitem.containerCylinder@130,乳胶玻璃罐,BinnieCore:containerCylinder
latex,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.containerBucket@130,乳胶桶,BinnieCore:containerBucket
latex,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.containerCan@130,乳胶胶囊,BinnieCore:containerCan
latex,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.containerRefractory@130,乳胶耐火胶囊,BinnieCore:containerRefractory
latex,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.containerGlass@130,乳胶瓶,BinnieCore:containerGlass
latex,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.containerCapsule@130,乳胶胶囊,BinnieCore:containerCapsule
lava,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketLava@0,岩浆桶,minecraft:lava_bucket
lava,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.for.canLava@0,岩浆罐,Forestry:canLava
lava,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@2,岩浆单元,IC2:itemCellEmpty
lava,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@2,岩浆虚空胶囊,MagicBees:capsule.void
lava,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@2,岩浆魔力胶囊,MagicBees:capsule.magic
lava,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.for.refractoryLava@0,耐火岩浆胶囊,Forestry:refractoryLava
lava,1000,0xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket.Lava@0,粘土桶(岩浆),IguanaTweaksTConstruct:clayBucketLava
lead.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@18,粘土桶(熔融铅),IguanaTweaksTConstruct:clayBucketsTinkers
lead.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@18,桶装熔融铅,TConstruct:buckets
leadzincsolution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@26,铅锌溶液单元,gregtech:gt.metaitem.98
lifeessence,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketLife@0,生命之桶,AWWayofTime:bucketLife
lifeessence,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30694,生命本质单元,gregtech:gt.metaitem.01
lifeessence,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@528,生命本质胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
light naquadah fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10025,轻质硅岩燃料单元,bartworks:gt.bwMetaGeneratedcell
light naquadah fuel,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10025,轻质硅岩燃料 Capsule,bartworks:gt.bwMetaGeneratedcapsule
lightlyhydrocracked.butadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10646,轻度加氢裂化丁二烯单元,gregtech:gt.metaitem.99
lightlyhydrocracked.butane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10644,轻度加氢裂化丁烷单元,gregtech:gt.metaitem.99
lightlyhydrocracked.butene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10645,轻度加氢裂化丁烯单元,gregtech:gt.metaitem.99
lightlyhydrocracked.ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10642,轻度加氢裂化乙烷单元,gregtech:gt.metaitem.99
lightlyhydrocracked.ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10677,轻度加氢裂化乙烯单元,gregtech:gt.metaitem.99
lightlyhydrocracked.gas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10735,轻度加氢裂化炼油气单元,gregtech:gt.metaitem.99
lightlyhydrocracked.heavyfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10741,轻度加氢裂化重燃油单元,gregtech:gt.metaitem.99
lightlyhydrocracked.lightfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10740,轻度加氢裂化轻燃油单元,gregtech:gt.metaitem.99
lightlyhydrocracked.naphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10739,轻度加氢裂化石脑油单元,gregtech:gt.metaitem.99
lightlyhydrocracked.propane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10643,轻度加氢裂化丙烷单元,gregtech:gt.metaitem.99
lightlyhydrocracked.propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@10678,轻度加氢裂化丙烯单元,gregtech:gt.metaitem.99
lightlysteamcracked.butadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13646,轻度蒸汽裂化丁二烯单元,gregtech:gt.metaitem.99
lightlysteamcracked.butane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13644,轻度蒸汽裂化丁烷单元,gregtech:gt.metaitem.99
lightlysteamcracked.butene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13645,轻度蒸汽裂化丁烯单元,gregtech:gt.metaitem.99
lightlysteamcracked.ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13642,轻度蒸汽裂化乙烷单元,gregtech:gt.metaitem.99
lightlysteamcracked.ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13677,轻度蒸汽裂化乙烯单元,gregtech:gt.metaitem.99
lightlysteamcracked.gas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13735,轻度蒸汽裂化炼油气单元,gregtech:gt.metaitem.99
lightlysteamcracked.heavyfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13741,轻度蒸汽裂化重燃油单元,gregtech:gt.metaitem.99
lightlysteamcracked.lightfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13740,轻度蒸汽裂化轻燃油单元,gregtech:gt.metaitem.99
lightlysteamcracked.naphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13739,轻度蒸汽裂化石脑油单元,gregtech:gt.metaitem.99
lightlysteamcracked.propane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13643,轻度蒸汽裂化丙烷单元,gregtech:gt.metaitem.99
lightlysteamcracked.propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@13678,轻度蒸汽裂化丙烯单元,gregtech:gt.metaitem.99
liquid helium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11500,液氦单元,bartworks:gt.bwMetaGeneratedcell
liquid helium,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11500,液氦 Capsule,bartworks:gt.bwMetaGeneratedcapsule
liquid mana,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@20006,Liquid Mana Capsule,bartworks:gt.bwMetaGeneratedcapsule
liquid mana,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@20006,Liquid Mana单元,bartworks:gt.bwMetaGeneratedcell
liquid_drillingfluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@5,钻井液单元,gregtech:gt.metaitem.98
liquid_epichlorhydrin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30648,环氧氯丙烷单元,gregtech:gt.metaitem.01
liquid_heavy_fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30741,重燃油单元,gregtech:gt.metaitem.01
liquid_heavy_oil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30730,重油单元,gregtech:gt.metaitem.01
liquid_heavy_oil,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@432,重油胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
liquid_hydricsulfur,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30460,硫化氢单元,gregtech:gt.metaitem.01
liquid_hydricsulfur,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@431,硫化氢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
liquid_light_fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30740,轻燃油单元,gregtech:gt.metaitem.01
liquid_light_oil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30732,轻油单元,gregtech:gt.metaitem.01
liquid_light_oil,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@434,轻油胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
liquid_lpg,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30742,液化石油气单元,gregtech:gt.metaitem.01
liquid_medium_oil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30731,原油单元,gregtech:gt.metaitem.01
liquid_medium_oil,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@433,原油胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
liquid_naphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30739,石脑油单元,gregtech:gt.metaitem.01
liquid_nitrationmixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30628,硝酸混酸单元,gregtech:gt.metaitem.01
liquid_sodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30017,钠单元,gregtech:gt.metaitem.01
liquid_sufluriclight_fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30737,含硫轻燃油单元,gregtech:gt.metaitem.01
liquid_sulfuricheavy_fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30738,含硫重燃油单元,gregtech:gt.metaitem.01
liquid_sulfuricnaphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30736,含硫石脑油单元,gregtech:gt.metaitem.01
liquid_sunshine,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketLiquid_sunshine@0,桶装液态阳光,EnderIO:bucketLiquid_sunshine
liquid_toluene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30647,甲苯单元,gregtech:gt.metaitem.01
liquidair,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30495,液态空气单元,gregtech:gt.metaitem.01
liquidcrystalkevlar,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30774,液晶凯芙拉单元,gregtech:gt.metaitem.01
liquiddna,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@16,液态DNA单元,gregtech:gt.metaitem.98
liquiddna,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@15,液态DNA虚空胶囊,MagicBees:capsule.void
liquiddna,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@15,液态DNA魔力胶囊,MagicBees:capsule.magic
liquiddna,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.gendustry.liquiddna.can@0,液态DNA罐,gendustry:LiquidDNACan
liquiddna,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.gendustry.liquiddna.bucket@0,液态DNA桶,gendustry:LiquidDNABucket
liquidmethane,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.MethaneBucket@0,液态甲烷桶,GalaxySpace:item.MethaneBucket
liquidnitrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30494,液氮单元,gregtech:gt.metaitem.01
liquidnitrogen,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.containerBucket@66,液氮桶,BinnieCore:containerBucket
liquidnitrogen,1000,1xitem.misc@8,玻璃罐,Genetics:misc,1xitem.containerCylinder@66,液氮玻璃罐,BinnieCore:containerCylinder
liquidnitrogen,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.containerCan@66,液氮胶囊,BinnieCore:containerCan
liquidnitrogen,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@14,液氮虚空胶囊,MagicBees:capsule.void
liquidnitrogen,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@14,液氮魔力胶囊,MagicBees:capsule.magic
liquidnitrogen,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.containerRefractory@66,液氮耐火胶囊,BinnieCore:containerRefractory
liquidnitrogen,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.containerGlass@66,液氮瓶,BinnieCore:containerGlass
liquidnitrogen,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.containerCapsule@66,液氮胶囊,BinnieCore:containerCapsule
liquidnitrogen,1000,1xitem.oilCanisterPartial@1001,空罐,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLN2@1,灌装液态氮(满),GalacticraftMars:item.canisterPartialLN2
liquidoxygen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30493,液氧单元,gregtech:gt.metaitem.01
liquidoxygen,1000,1xitem.oilCanisterPartial@1001,空罐,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@1,罐装液态氧(满),GalacticraftMars:item.canisterPartialLOX
liquidresin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.liquidresin@0,液态树脂单元,miscutils:liquidresin
lithiumhydroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xic2.itemCellEmpty@20,氢氧化锂单元,IC2:itemCellEmpty
low quality naquadah emulsion,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10056,低纯硅岩乳液单元,bartworks:gt.bwMetaGeneratedcell
low quality naquadah emulsion,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10056,低纯硅岩乳液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
